%variables=t,TKE,M_t,rhoRMS
      0.00000000E+00      0.80084344E-01      0.40020475E+00      0.17899590E+00
      0.10000000E-01      0.80047740E-01      0.40010224E+00      0.17877711E+00
      0.20000000E-01      0.79982720E-01      0.39991892E+00      0.17868205E+00
      0.30000000E-01      0.79889381E-01      0.39967533E+00      0.17870924E+00
      0.40000000E-01      0.79768187E-01      0.39937167E+00      0.17885547E+00
      0.50000000E-01      0.79619839E-01      0.39900877E+00      0.17911581E+00
      0.60000000E-01      0.79445265E-01      0.39858784E+00      0.17948371E+00
      0.70000000E-01      0.79245618E-01      0.39811050E+00      0.17995114E+00
      0.80000000E-01      0.79022267E-01      0.39757881E+00      0.18050868E+00
      0.90000000E-01      0.78776787E-01      0.39699527E+00      0.18114569E+00
      0.10000000E+00      0.78510948E-01      0.39636285E+00      0.18185051E+00
      0.11000000E+00      0.78226698E-01      0.39568497E+00      0.18261060E+00
      0.12000000E+00      0.77926148E-01      0.39496553E+00      0.18341279E+00
      0.13000000E+00      0.77611549E-01      0.39420887E+00      0.18424344E+00
      0.14000000E+00      0.77285270E-01      0.39341976E+00      0.18508867E+00
      0.15000000E+00      0.76949770E-01      0.39260335E+00      0.18593456E+00
      0.16000000E+00      0.76607572E-01      0.39176514E+00      0.18676733E+00
      0.17000000E+00      0.76261227E-01      0.39091092E+00      0.18757355E+00
      0.18000000E+00      0.75913286E-01      0.39004669E+00      0.18834032E+00
      0.19000000E+00      0.75566262E-01      0.38917857E+00      0.18905543E+00
      0.20000000E+00      0.75222600E-01      0.38831274E+00      0.18970749E+00
      0.21000000E+00      0.74884638E-01      0.38745535E+00      0.19028609E+00
      0.22000000E+00      0.74554579E-01      0.38661237E+00      0.19078193E+00
      0.23000000E+00      0.74234456E-01      0.38578956E+00      0.19118687E+00
      0.24000000E+00      0.73926107E-01      0.38499234E+00      0.19149405E+00
      0.25000000E+00      0.73631151E-01      0.38422571E+00      0.19169793E+00
      0.26000000E+00      0.73350966E-01      0.38349419E+00      0.19179434E+00
      0.27000000E+00      0.73086674E-01      0.38280171E+00      0.19178050E+00
      0.28000000E+00      0.72839135E-01      0.38215159E+00      0.19165500E+00
      0.29000000E+00      0.72608939E-01      0.38154650E+00      0.19141781E+00
      0.30000000E+00      0.72396411E-01      0.38098841E+00      0.19107024E+00
      0.31000000E+00      0.72201614E-01      0.38047863E+00      0.19061484E+00
      0.32000000E+00      0.72024367E-01      0.38001777E+00      0.19005540E+00
      0.33000000E+00      0.71864258E-01      0.37960577E+00      0.18939677E+00
      0.34000000E+00      0.71720669E-01      0.37924197E+00      0.18864484E+00
      0.35000000E+00      0.71592798E-01      0.37892512E+00      0.18780638E+00
      0.36000000E+00      0.71479689E-01      0.37865348E+00      0.18688891E+00
      0.37000000E+00      0.71380261E-01      0.37842482E+00      0.18590057E+00
      0.38000000E+00      0.71293335E-01      0.37823655E+00      0.18485000E+00
      0.39000000E+00      0.71217667E-01      0.37808576E+00      0.18374617E+00
      0.40000000E+00      0.71151973E-01      0.37796929E+00      0.18259827E+00
      0.41000000E+00      0.71094959E-01      0.37788382E+00      0.18141552E+00
      0.42000000E+00      0.71045342E-01      0.37782590E+00      0.18020711E+00
      0.43000000E+00      0.71001873E-01      0.37779205E+00      0.17898202E+00
      0.44000000E+00      0.70963355E-01      0.37777881E+00      0.17774894E+00
      0.45000000E+00      0.70928654E-01      0.37778276E+00      0.17651616E+00
      0.46000000E+00      0.70896715E-01      0.37780057E+00      0.17529149E+00
      0.47000000E+00      0.70866567E-01      0.37782907E+00      0.17408219E+00
      0.48000000E+00      0.70837327E-01      0.37786525E+00      0.17289491E+00
      0.49000000E+00      0.70808204E-01      0.37790627E+00      0.17173566E+00
      0.50000000E+00      0.70778496E-01      0.37794949E+00      0.17060980E+00
      0.51000000E+00      0.70747588E-01      0.37799248E+00      0.16952200E+00
      0.52000000E+00      0.70714945E-01      0.37803300E+00      0.16847628E+00
      0.53000000E+00      0.70680104E-01      0.37806898E+00      0.16747599E+00
      0.54000000E+00      0.70642669E-01      0.37809853E+00      0.16652391E+00
      0.55000000E+00      0.70602299E-01      0.37811991E+00      0.16562220E+00
      0.56000000E+00      0.70558698E-01      0.37813151E+00      0.16477253E+00
      0.57000000E+00      0.70511610E-01      0.37813185E+00      0.16397607E+00
      0.58000000E+00      0.70460808E-01      0.37811958E+00      0.16323360E+00
      0.59000000E+00      0.70406094E-01      0.37809349E+00      0.16254549E+00
      0.60000000E+00      0.70347291E-01      0.37805249E+00      0.16191185E+00
      0.61000000E+00      0.70284242E-01      0.37799563E+00      0.16133248E+00
      0.62000000E+00      0.70216809E-01      0.37792212E+00      0.16080697E+00
      0.63000000E+00      0.70144874E-01      0.37783129E+00      0.16033470E+00
      0.64000000E+00      0.70068338E-01      0.37772259E+00      0.15991490E+00
      0.65000000E+00      0.69987124E-01      0.37759562E+00      0.15954661E+00
      0.66000000E+00      0.69901179E-01      0.37745010E+00      0.15922871E+00
      0.67000000E+00      0.69810478E-01      0.37728589E+00      0.15895993E+00
      0.68000000E+00      0.69715024E-01      0.37710300E+00      0.15873881E+00
      0.69000000E+00      0.69614859E-01      0.37690160E+00      0.15856370E+00
      0.70000000E+00      0.69510059E-01      0.37668204E+00      0.15843274E+00
      0.71000000E+00      0.69400747E-01      0.37644485E+00      0.15834383E+00
      0.72000000E+00      0.69287089E-01      0.37619073E+00      0.15829463E+00
      0.73000000E+00      0.69169301E-01      0.37592060E+00      0.15828251E+00
      0.74000000E+00      0.69047643E-01      0.37563553E+00      0.15830462E+00
      0.75000000E+00      0.68922421E-01      0.37533678E+00      0.15835785E+00
      0.76000000E+00      0.68793976E-01      0.37502569E+00      0.15843886E+00
      0.77000000E+00      0.68662682E-01      0.37470368E+00      0.15854416E+00
      0.78000000E+00      0.68528928E-01      0.37437220E+00      0.15867011E+00
      0.79000000E+00      0.68393111E-01      0.37403264E+00      0.15881306E+00
      0.80000000E+00      0.68255623E-01      0.37368633E+00      0.15896936E+00
      0.81000000E+00      0.68116841E-01      0.37333449E+00      0.15913548E+00
      0.82000000E+00      0.67977115E-01      0.37297821E+00      0.15930810E+00
      0.83000000E+00      0.67836767E-01      0.37261847E+00      0.15948416E+00
      0.84000000E+00      0.67696089E-01      0.37225613E+00      0.15966093E+00
      0.85000000E+00      0.67555335E-01      0.37189195E+00      0.15983604E+00
      0.86000000E+00      0.67414734E-01      0.37152664E+00      0.16000755E+00
      0.87000000E+00      0.67274485E-01      0.37116085E+00      0.16017389E+00
      0.88000000E+00      0.67134766E-01      0.37079518E+00      0.16033390E+00
      0.89000000E+00      0.66995734E-01      0.37043018E+00      0.16048675E+00
      0.90000000E+00      0.66857525E-01      0.37006636E+00      0.16063191E+00
      0.91000000E+00      0.66720260E-01      0.36970414E+00      0.16076910E+00
      0.92000000E+00      0.66584040E-01      0.36934387E+00      0.16089820E+00
      0.93000000E+00      0.66448954E-01      0.36898580E+00      0.16101918E+00
      0.94000000E+00      0.66315078E-01      0.36863014E+00      0.16113205E+00
      0.95000000E+00      0.66182479E-01      0.36827704E+00      0.16123680E+00
      0.96000000E+00      0.66051225E-01      0.36792665E+00      0.16133335E+00
      0.97000000E+00      0.65921387E-01      0.36757912E+00      0.16142153E+00
      0.98000000E+00      0.65793044E-01      0.36723467E+00      0.16150103E+00
      0.99000000E+00      0.65666287E-01      0.36689353E+00      0.16157142E+00
      0.10000000E+01      0.65541217E-01      0.36655598E+00      0.16163216E+00
      0.10100000E+01      0.65417941E-01      0.36622228E+00      0.16168259E+00
      0.10200000E+01      0.65296569E-01      0.36589270E+00      0.16172197E+00
      0.10300000E+01      0.65177205E-01      0.36556741E+00      0.16174951E+00
      0.10400000E+01      0.65059942E-01      0.36524652E+00      0.16176435E+00
      0.10500000E+01      0.64944854E-01      0.36493002E+00      0.16176564E+00
      0.10600000E+01      0.64831996E-01      0.36461781E+00      0.16175254E+00
      0.10700000E+01      0.64721396E-01      0.36430968E+00      0.16172420E+00
      0.10800000E+01      0.64613058E-01      0.36400535E+00      0.16167987E+00
