5.0767241672 248.0502137347  3.8833904631  10.4846198139  
5.1279241653 248.0502137347  3.8966638872  10.3843142261  
5.1797247125 248.0502137347  3.9027432385  10.2870471146  
5.2323302531 248.0502137347  3.8862565376  10.1980084946  
5.2824248781 248.0502137347  3.8426262717  10.1244527340  
5.3327713000 248.0502137347  3.7780935003  10.0585291398  
5.3829752482 248.0502137347  3.7005135893  9.9976085532  
5.4330442175 248.0502137347  3.6200818473  9.9372508605  
5.4851920918 248.0502137347  3.5463762316  9.8693240176  
5.5352219184 248.0502137347  3.4919766458  9.7965694623  
5.5857116890 248.0502137347  3.4480984609  9.7179152991  
5.6364120500 248.0502137347  3.4173033829  9.6333720086  
5.6870427003 248.0502137347  3.4018561591  9.5436201527  
5.7371817994 248.0502137347  3.4021585408  9.4497741534  
5.7897652013 248.0502137347  3.4102951516  9.3500176278  
5.8424489501 248.0502137347  3.4106233126  9.2551962006  
5.8936739705 248.0502137347  3.4009316081  9.1690337888  
5.9440845493 248.0502137347  3.3797784406  9.0916636326  
5.9970618259 248.0502137347  3.3427510250  9.0205163053  
6.0485179429 248.0502137347  3.2933336795  8.9608344963  
6.1001703007 248.0502137347  3.2352122499  8.9071175121  
6.1512171985 248.0502137347  3.1756967469  8.8567588819  
6.2027448861 248.0502137347  3.1207110096  8.8048374684  
6.2540080754 248.0502137347  3.0765707175  8.7487638921  
6.3054265943 248.0502137347  3.0418932348  8.6883188293  
6.3572751882 248.0502137347  3.0127067782  8.6252722481  
6.4087905341 248.0502137347  2.9916520228  8.5594761579  
6.4594554200 248.0502137347  2.9887645903  8.4864272821  
6.5114852003 248.0502137347  2.9991405975  8.4043637387  
6.5628071532 248.0502137347  3.0081779481  8.3230242441  
6.6141021156 248.0502137347  3.0094121846  8.2450081022  
6.6651691536 248.0502137347  3.0017784324  8.1721809146  
6.7166996070 248.0502137347  2.9833577107  8.1043183114  
6.7680645871 248.0502137347  2.9540669232  8.0417328156  
6.8205224565 248.0502137347  2.9145291205  7.9818474415  
6.8719316851 248.0502137347  2.8745887967  7.9232775774  
6.9239853467 248.0502137347  2.8443349000  7.8595809657  
6.9747160720 248.0502137347  2.8270567626  7.7932145882  
7.0272096813 248.0502137347  2.8183795007  7.7217813089  
7.0779850944 248.0502137347  2.8157605746  7.6513981162  
7.1293871243 248.0502137347  2.8077163555  7.5842725061  
7.1817377945 248.0502137347  2.7886362225  7.5224463756  
7.2335524349 248.0502137347  2.7536031276  7.4703887070  
7.2860816275 248.0502137347  2.7008476021  7.4267873433  
7.3371970361 248.0502137347  2.6480310745  7.3855897884  
7.3885125388 248.0502137347  2.6117341904  7.3368152194  
7.4408650403 248.0502137347  2.6071119947  7.2729977575  
7.4925637004 248.0502137347  2.6352539006  7.1956573143  
7.5436814104 248.0502137347  2.6816747588  7.1104685209  
7.5949440320 248.0502137347  2.7281412739  7.0247815062  
7.6466153063 248.0502137347  2.7600371224  6.9459410641  
7.6989601280 248.0502137347  2.7708422248  6.8777008864  
7.7519882308 248.0502137347  2.7571283765  6.8224484078  
7.8050999987 248.0502137347  2.7248880273  6.7780396810  
7.8580641673 248.0502137347  2.6879774535  6.7377115660  
7.9110458135 248.0502137347  2.6501137759  6.6985248161  
7.9613681177 248.0502137347  2.6119129906  6.6624161565  
8.0127178120 248.0502137347  2.5745014597  6.6242377256  
8.0638927308 248.0502137347  2.5408491090  6.5833054779  
8.1143025425 248.0502137347  2.5125658118  6.5390862583  
8.1646996434 248.0502137347  2.4944095579  6.4891293398  
8.2152951808 248.0502137347  2.4833988964  6.4353560402  
8.2683968743 248.0502137347  2.4747984189  6.3772560955  
8.3209704566 248.0502137347  2.4642663702  6.3205415271  
8.3735034798 248.0502137347  2.4471119971  6.2671823259  
8.4265346967 248.0502137347  2.4274014110  6.2150143723  
8.4771155571 248.0502137347  2.4079117495  6.1663044519  
8.5280677152 248.0502137347  2.3868911066  6.1188217193  
8.5786534135 248.0502137347  2.3597408619  6.0755711673  
8.6293561832 248.0502137347  2.3217082053  6.0382946503  
8.6802856563 248.0502137347  2.2780240421  6.0045707937  
8.7316944810 248.0502137347  2.2338307619  5.9715011023  
8.7837770415 248.0502137347  2.1951573506  5.9355004559  
8.8366235829 248.0502137347  2.1701495772  5.8921764596  
8.8891342034 248.0502137347  2.1602542343  5.8421668595  
8.9418365723 248.0502137347  2.1596134414  5.7879558031  
8.9938097917 248.0502137347  2.1654219994  5.7319629827  
9.0455969081 248.0502137347  2.1728562803  5.6761389384  
9.0959084138 248.0502137347  2.1712381897  5.6269074061  
9.1468057023 248.0502137347  2.1551285386  5.5849040915  
9.1984964193 248.0502137347  2.1273025995  5.5487857219  
9.2489276451 248.0502137347  2.0958652015  5.5165226722  
9.3016755392 248.0502137347  2.0694913020  5.4805129335  
9.3521935842 248.0502137347  2.0610321401  5.4386676901  
9.4034974134 248.0502137347  2.0696894317  5.3885876592  
9.4544755442 248.0502137347  2.0899838771  5.3336282234  
9.5052146845 248.0502137347  2.1185076770  5.2754071585  
9.5562576558 248.0502137347  2.1456109344  5.2182268862  
9.6079682779 248.0502137347  2.1627527468  5.1661483487  
9.6601902634 248.0502137347  2.1693082064  5.1197126777  
9.7125524068 248.0502137347  2.1655725433  5.0790788062  
9.7636265025 248.0502137347  2.1509486135  5.0456239865  
9.8155515439 248.0502137347  2.1252481278  5.0174796909  
9.8671711985 248.0502137347  2.0929733914  4.9932861929  
9.9197003757 248.0502137347  2.0609051468  4.9687091618  
9.9700281986 248.0502137347  2.0372382327  4.9418839699  
0.0519353136 248.0502132088  8.1120969373  19.6261316764  
0.1034488774 248.0502132088  8.4715568875  19.3129558243  
0.1553335638 248.0502132088  8.9287537930  18.9146766805  
0.2079004927 248.0502132088  9.3169567566  18.5054459630  
0.2582845374 248.0502132088  9.4690291677  18.1825243548  
0.3095492648 248.0502132088  9.3269514846  17.9719641950  
0.3606502511 248.0502132088  8.9138456526  17.8857848189  
0.4112352743 248.0502132088  8.3425788858  17.8896997300  
0.4612866702 248.0502132088  7.7480042589  17.9319567413  
0.5140391825 248.0502132088  7.2118172901  17.9676910075  
0.5667553930 248.0502132088  6.8466934364  17.9602116531  
0.6168152124 248.0502132088  6.6787959008  17.9022906770  
0.6677176116 248.0502132088  6.6644380332  17.7993998591  
0.7193455471 248.0502132088  6.7608085502  17.6665896825  
0.7722276889 248.0502132088  6.9172593074  17.5191299047  
0.8249524665 248.0502132088  7.0813034114  17.3734910137  
0.8776981194 248.0502132088  7.2184512200  17.2361841715  
0.9307112605 248.0502132088  7.3121359222  17.1086917331  
0.9837881785 248.0502132088  7.3604450317  16.9900359163  
1.0365777804 248.0502132088  7.3656434622  16.8788931531  
1.0866183235 248.0502132088  7.3355311646  16.7780693643  
1.1389832019 248.0502132088  7.2797363040  16.6730700775  
1.1899266415 248.0502132088  7.2170676297  16.5647862507  
1.2408655269 248.0502132088  7.1556869991  16.4458828298  
1.2920012530 248.0502132088  7.0914199234  16.3174342178  
1.3433573270 248.0502132088  7.0139118513  16.1860630396  
1.3952827510 248.0502132088  6.9164409330  16.0581488351  
1.4458900371 248.0502132088  6.8044276948  15.9395735115  
1.4986001182 248.0502132088  6.6808387627  15.8191296417  
1.5515670926 248.0502132088  6.5590058909  15.6967513244  
1.6017554890 248.0502132088  6.4495222977  15.5766950919  
1.6527821427 248.0502132088  6.3499317715  15.4503252931  
1.7054890077 248.0502132088  6.2556877249  15.3162614266  
1.7577634795 248.0502132088  6.1666023620  15.1812122689  
1.8097036487 248.0502132088  6.0856353640  15.0448516076  
1.8623487857 248.0502132088  6.0212858973  14.9024886097  
1.9149682679 248.0502132088  5.9807355481  14.7539578503  
1.9662366219 248.0502132088  5.9610346237  14.6053823800  
2.0185087471 248.0502132088  5.9473141426  14.4556853448  
2.0691972417 248.0502132088  5.9221774272  14.3188531869  
2.1214926077 248.0502132088  5.8662492323  14.1925882949  
2.1747560675 248.0502132088  5.7726415726  14.0806607645  
2.2253483981 248.0502132088  5.6629270134  13.9834787118  
2.2760722299 248.0502132088  5.5531302552  13.8862617577  
2.3284688425 248.0502132088  5.4549175851  13.7794675887  
2.3802451867 248.0502132088  5.3781676684  13.6640722296  
2.4335660646 248.0502132088  5.3163086175  13.5357724698  
2.4860992929 248.0502132088  5.2645955849  13.4037553784  
2.5378963217 248.0502132088  5.2176931409  13.2705961490  
2.5889409327 248.0502132088  5.1745899198  13.1379461631  
2.6394030237 248.0502132088  5.1335490012  13.0075135864  
2.6897215231 248.0502132088  5.0940462414  12.8785119669  
2.7403550878 248.0502132088  5.0599587386  12.7466674286  
2.7917209115 248.0502132088  5.0368272410  12.6071904818  
2.8440949891 248.0502132088  5.0272740177  12.4588302825  
2.8969819152 248.0502132088  5.0248716680  12.3072351461  
2.9499832280 248.0502132088  5.0143384920  12.1609954494  
3.0000000000 248.0502132088  4.9819320334  12.0353230556  
3.0518678059 248.0502132088  4.9128042939  11.9234197558  
3.1041721478 248.0502132088  4.8031496200  11.8309889770  
3.1568435721 248.0502132088  4.6641053508  11.7527098150  
3.2093555013 248.0502132088  4.5168123495  11.6798717227  
3.2621560002 248.0502132088  4.3755432904  11.6047651396  
3.3146803379 248.0502132088  4.2510692847  11.5240080842  
3.3658829501 248.0502132088  4.1541271646  11.4354589030  
3.4163974372 248.0502132088  4.0911748614  11.3349753249  
3.4672339016 248.0502132088  4.0610275798  11.2210647498  
3.5193802824 248.0502132088  4.0510902024  11.0971746686  
3.5697512187 248.0502132088  4.0452817780  10.9778844798  
3.6208991781 248.0502132088  4.0345986779  10.8610227118  
3.6715292630 248.0502132088  4.0168634029  10.7505107854  
3.7241924817 248.0502132088  3.9908245407  10.6407820274  
3.7765746588 248.0502132088  3.9613708449  10.5348067140  
3.8273494520 248.0502132088  3.9362916762  10.4314301511  
3.8781858252 248.0502132088  3.9186284359  10.3254586004  
3.9288282064 248.0502132088  3.9044173848  10.2194364049  
3.9789803012 248.0502132088  3.8856246488  10.1177629962  
4.0293075119 248.0502132088  3.8584225196  10.0206775623  
4.0814373795 248.0502132088  3.8240831242  9.9237044343  
4.1338693537 248.0502132088  3.7871062124  9.8280117438  
4.1863814831 248.0502132088  3.7476596925  9.7343578477  
4.2394286235 248.0502132088  3.7021919480  9.6440426824  
4.2922442690 248.0502132088  3.6478069796  9.5600341433  
4.3437330638 248.0502132088  3.5863816497  9.4830005446  
4.3942303717 248.0502132088  3.5251350382  9.4084308059  
4.4443080096 248.0502132088  3.4728695797  9.3311069438  
4.4944358505 248.0502132088  3.4326544438  9.2489117361  
4.5449730194 248.0502132088  3.3995997786  9.1639431009  
4.5962012768 248.0502132088  3.3663930944  9.0797558723  
4.6482050584 248.0502132088  3.3305214864  8.9978720485  
4.7001315983 248.0502132088  3.2946474972  8.9186663822  
4.7514893842 248.0502132088  3.2602492630  8.8420135778  
4.8048261386 248.0502132088  3.2253732157  8.7637763462  
4.8574707565 248.0502132088  3.1943725289  8.6863371476  
4.9105938210 248.0502132088  3.1732423216  8.6046409379  
4.9613897279 248.0502132088  3.1678081488  8.5205521949  
5.0151806768 248.0502132088  3.1766701162  8.4256176701  
5.0683303387 248.0502132088  3.1941744659  8.3285556537  
5.1211923932 248.0502132088  3.2137157833  8.2317989326  
5.1738846597 248.0502132088  3.2280671882  8.1385256953  
5.2264610730 248.0502132088  3.2280804718  8.0527490938  
5.2790441452 248.0502132088  3.2048932271  7.9780062545  
5.3314744735 248.0502132088  3.1559823013  7.9154101341  
5.3847681367 248.0502132088  3.0862707151  7.8609763776  
5.4348055212 248.0502132088  3.0129959764  7.8134296479  
5.4851327629 248.0502132088  2.9420027907  7.7642002772  
5.5386318396 248.0502132088  2.8781978160  7.7061700481  
5.5911812498 248.0502132088  2.8325534549  7.6410364958  
5.6428473128 248.0502132088  2.8063355221  7.5683620252  
5.6942583195 248.0502132088  2.7967666931  7.4888665831  
5.7460713775 248.0502132088  2.7980705941  7.4047245707  
5.7987390435 248.0502132088  2.8051446172  7.3180152736  
5.8521691126 248.0502132088  2.8136135676  7.2312251479  
5.9024159562 248.0502132088  2.8156143232  7.1541372420  
5.9533011223 248.0502132088  2.8028917150  7.0847275034  
6.0039028667 248.0502132088  2.7708342927  7.0266744543  
6.0548683068 248.0502132088  2.7214572778  6.9785087935  
6.1061562650 248.0502132088  2.6622523578  6.9370573735  
6.1575263694 248.0502132088  2.6024807612  6.8981251271  
6.2090499619 248.0502132088  2.5492631083  6.8579282230  
6.2604972877 248.0502132088  2.5061306248  6.8147456693  
6.3113865702 248.0502132088  2.4725032188  6.7690556195  
6.3630611307 248.0502132088  2.4456615385  6.7200685781  
6.4152647902 248.0502132088  2.4268208336  6.6670528589  
6.4658017125 248.0502132088  2.4192240304  6.6107254476  
6.5188421739 248.0502132088  2.4223061112  6.5462506995  
6.5689820597 248.0502132088  2.4300480383  6.4828312638  
6.6199824174 248.0502132088  2.4349405555  6.4195962043  
6.6704317669 248.0502132088  2.4314892271  6.3610272581  
6.7205621899 248.0502132088  2.4182832475  6.3078173073  
6.7707341587 248.0502132088  2.3963420175  6.2592048837  
6.8213191165 248.0502132088  2.3682850311  6.2134216687  
6.8726618046 248.0502132088  2.3383776851  6.1678559560  
6.9242235493 248.0502132088  2.3124693074  6.1202026403  
6.9763744119 248.0502132088  2.2947145177  6.0680930888  
7.0282942057 248.0502132088  2.2855437029  6.0125719840  
7.0807872012 248.0502132088  2.2805114357  5.9552556660  
7.1328594548 248.0502132088  2.2735023990  5.9006178943  
7.1852117045 248.0502132088  2.2585768532  5.8510526416  
7.2383449183 248.0502132088  2.2317346093  5.8081074625  
7.2915940794 248.0502132088  2.1943441971  5.7717223687  
7.3449610137 248.0502132088  2.1537724158  5.7381517623  
7.3988702148 248.0502132088  2.1210671000  5.7015014786  
7.4526910531 248.0502132088  2.1079765857  5.6564186826  
7.5059752719 248.0502132088  2.1205873395  5.6000551487  
7.5594487184 248.0502132088  2.1560411078  5.5329416951  
7.6131321240 248.0502132088  2.2029401331  5.4606378194  
7.6668458670 248.0502132088  2.2460137236  5.3910023455  
7.7202205714 248.0502132088  2.2725171186  5.3309028496  
7.7734058322 248.0502132088  2.2770868367  5.2829608210  
7.8266566990 248.0502132088  2.2621299106  5.2457099042  
7.8796116668 248.0502132088  2.2353605524  5.2155524615  
7.9323634905 248.0502132088  2.2040562460  5.1885816002  
7.9851939590 248.0502132088  2.1714521512  5.1624333591  
8.0361372332 248.0502132088  2.1390303558  5.1372230060  
8.0885174091 248.0502132088  2.1047378794  5.1106334735  
8.1415849652 248.0502132088  2.0715644093  5.0814771776  
8.1944845488 248.0502132088  2.0443728354  5.0482778116  
8.2475646032 248.0502132088  2.0259067155  5.0099132422  
8.3015576887 248.0502132088  2.0152363219  4.9667786397  
8.3549948372 248.0502132088  2.0076329955  4.9228572526  
8.4082224862 248.0502132088  1.9976852228  4.8805454339  
8.4618441778 248.0502132088  1.9834123658  4.8403308714  
8.5154850907 248.0502132088  1.9653156756  4.8023381032  
8.5695642634 248.0502132088  1.9433772232  4.7662623961  
8.6200301337 248.0502132088  1.9185283141  4.7352426011  
8.6702840360 248.0502132088  1.8881901670  4.7076982849  
8.7205319285 248.0502132088  1.8523516258  4.6835190082  
8.7709183015 248.0502132088  1.8139677195  4.6611837093  
8.8213866844 248.0502132088  1.7787888812  4.6379178425  
8.8752790540 248.0502132088  1.7514160319  4.6087967009  
8.9292778848 248.0502132088  1.7380258373  4.5734844787  
8.9829855683 248.0502132088  1.7369022161  4.5330828511  
9.0369043270 248.0502132088  1.7419210482  4.4900319497  
9.0902481659 248.0502132088  1.7452704649  4.4486145969  
9.1438188831 248.0502132088  1.7406025122  4.4113489091  
9.1976049609 248.0502132088  1.7252885241  4.3796399733  
9.2513833146 248.0502132088  1.7019808106  4.3524353818  
9.3049237458 248.0502132088  1.6775880938  4.3265380635  
9.3586047380 248.0502132088  1.6597199604  4.2979988083  
9.4122607242 248.0502132088  1.6537564374  4.2644154671  
9.4661386581 248.0502132088  1.6605498138  4.2252627189  
9.5162840142 248.0502132088  1.6757633415  4.1851311995  
9.5669850167 248.0502132088  1.6963258949  4.1426309530  
9.6183284865 248.0502132088  1.7190947100  4.0993159225  
9.6701826164 248.0502132088  1.7404108829  4.0571352944  
9.7222002310 248.0502132088  1.7554426894  4.0187111748  
9.7743815103 248.0502132088  1.7589150572  3.9865753466  
9.8266027811 248.0502132088  1.7477733026  3.9620311179  
9.8794387176 248.0502132088  1.7242793313  3.9433018402  
9.9322954519 248.0502132088  1.6964076123  3.9266259615  
9.9844271397 248.0502132088  1.6727464438  3.9081664897  
