%variables=t,TKE,M_t,rhoRMS
      0.00000000E+00      0.80084344E-01      0.40020475E+00      0.17899590E+00
      0.10000000E-01      0.80043428E-01      0.40007687E+00      0.17877192E+00
      0.20000000E-01      0.79975672E-01      0.39989203E+00      0.17867165E+00
      0.30000000E-01      0.79881282E-01      0.39965072E+00      0.17869347E+00
      0.40000000E-01      0.79760657E-01      0.39935322E+00      0.17883403E+00
      0.50000000E-01      0.79614424E-01      0.39900021E+00      0.17908835E+00
      0.60000000E-01      0.79443437E-01      0.39859273E+00      0.17944985E+00
      0.70000000E-01      0.79248770E-01      0.39813227E+00      0.17991047E+00
      0.80000000E-01      0.79031707E-01      0.39762072E+00      0.18046082E+00
      0.90000000E-01      0.78793736E-01      0.39706042E+00      0.18109033E+00
      0.10000000E+00      0.78536536E-01      0.39645417E+00      0.18178739E+00
      0.11000000E+00      0.78261962E-01      0.39580523E+00      0.18253958E+00
      0.12000000E+00      0.77972026E-01      0.39511729E+00      0.18333384E+00
      0.13000000E+00      0.77668883E-01      0.39439451E+00      0.18415670E+00
      0.14000000E+00      0.77354801E-01      0.39364145E+00      0.18499445E+00
      0.15000000E+00      0.77032142E-01      0.39286306E+00      0.18583333E+00
      0.16000000E+00      0.76703331E-01      0.39206460E+00      0.18665978E+00
      0.17000000E+00      0.76370826E-01      0.39125165E+00      0.18746056E+00
      0.18000000E+00      0.76037088E-01      0.39042997E+00      0.18822296E+00
      0.19000000E+00      0.75704548E-01      0.38960548E+00      0.18893496E+00
      0.20000000E+00      0.75375576E-01      0.38878414E+00      0.18958535E+00
      0.21000000E+00      0.75052446E-01      0.38797188E+00      0.19016388E+00
      0.22000000E+00      0.74737306E-01      0.38717449E+00      0.19066134E+00
      0.23000000E+00      0.74432150E-01      0.38639758E+00      0.19106971E+00
      0.24000000E+00      0.74138788E-01      0.38564643E+00      0.19138218E+00
      0.25000000E+00      0.73858827E-01      0.38492593E+00      0.19159321E+00
      0.26000000E+00      0.73593648E-01      0.38424052E+00      0.19169863E+00
      0.27000000E+00      0.73344392E-01      0.38359411E+00      0.19169556E+00
      0.28000000E+00      0.73111950E-01      0.38299004E+00      0.19158251E+00
      0.29000000E+00      0.72896956E-01      0.38243100E+00      0.19135930E+00
      0.30000000E+00      0.72699790E-01      0.38191907E+00      0.19102704E+00
      0.31000000E+00      0.72520580E-01      0.38145564E+00      0.19058809E+00
